ts,ma20_tv,ema20_tv,macd_tv.dif,macd_tv.dea,macd_tv.hist,kdj_tv.k,kdj_tv.d,kdj_tv.j,rsi14_tv,cci20_tv,boll20_tv.mid,boll20_tv.up,boll20_tv.dn,ma20_cn,ema20_cn,macd_cn.dif,macd_cn.dea,macd_cn.hist,kdj_cn.k,kdj_cn.d,kdj_cn.j,rsi14_cn,cci20_cn,boll20_cn.mid,boll20_cn.up,boll20_cn.dn
1788054300000,78121.755,78099.2511349,1.22954378762,28.5576537141,-27.3281099265,21.4825046041,15.7633620315,32.9207897492,45.524754923,-90.6520614279,78121.755,78253.6919012,77989.8180988,78121.755,78099.2508461,1.24037054331,28.5735754091,-54.6664097316,25.1695464016,30.606385334,14.2958685369,45.5241863598,-90.6520614279,78121.755,78253.6919012,77989.8180988
1788055200000,78118.605,78094.3224554,-2.38268011072,22.3695869491,-24.7522670598,27.7255985267,21.1200242303,40.9367471194,46.1261579288,-75.7235698632,78118.605,78254.4176721,77982.7923279,78118.605,78094.3221941,-2.37265533676,22.3843292599,-49.5139691934,26.9546515606,29.3891407428,22.085673196,46.1256115507,-75.7235698632,78118.605,78254.4176721,77982.7923279
1788056100000,78115.255,78085.6917454,-8.67963410389,16.1597427385,-24.8393768424,25.9576427256,25.0552486188,27.7624309392,42.3259776469,-114.439197647,78115.255,78258.7187442,77971.7912558,78115.255,78085.691509,-8.67035190563,16.1733930268,-49.6874898649,24.1115724953,27.629951327,17.0748148318,42.3253840455,-114.439197647,78115.255,78258.7187442,77971.7912558
1788057000000,78115.36,78084.016341,-8.3769099207,11.2524122067,-19.6293221274,29.5271577803,27.7367996775,33.1078739859,48.9814850626,-79.146846922,78115.36,78258.6823974,77972.0376026,78115.36,78084.0161272,-8.36831529258,11.2650513629,-39.266733311,29.2847806962,28.1815611167,31.4912198551,48.9811028649,-79.146846922,78115.36,78258.6823974,77972.0376026
1788057900000,78112.46,78082.6624038,-7.90865695757,7.42019837383,-15.3288553314,35.1279225189,30.2042410083,44.9752855401,49.1483073536,-32.3057607265,78112.46,78257.000173,77967.919827,78112.46,78082.6622103,-7.90069896847,7.43190129665,-30.6652005302,35.2989058288,30.5540093541,44.7886987783,49.1479299758,-32.3057607265,78112.46,78257.000173,77967.919827
1788058800000,78109.555,78079.085032,-9.42203532599,4.05175163387,-13.4737869599,45.9111216449,36.855400648,64.0225636386,46.7561081685,-54.9741146732,78109.555,78257.0284888,77962.0815112,78109.555,78079.0848569,-9.41466681747,4.06258767383,-26.9545089826,40.4576078001,33.8552088361,53.6624057281,46.7557004558,-54.9741146732,78109.555,78257.0284888,77962.0815112
1788059700000,78110.61,78084.5055051,-3.24907495563,2.59158631597,-5.8406612716,65.1534297225,48.7308246287,97.9986399099,55.3661412588,-14.7626130849,78110.61,78258.5225809,77962.6974191,78110.61,78084.5053467,-3.2422522625,2.60161968656,-11.6877438981,59.4244456436,42.3782877719,93.516761387,55.365946425,-14.7626130849,78110.61,78258.5225809,77962.6974191
1788060600000,78111.475,78091.295457,3.20380368161,2.7140297891,0.489773892513,76.9542005575,62.6729173083,105.516767056,56.9973742379,36.4902862986,78111.475,78260.2298167,77962.7201833,78111.475,78091.2953137,3.21012099012,2.72331994727,0.973602085683,67.1927866288,50.6497873909,100.278785105,56.9972133475,36.4902862986,78111.475,78260.2298167,77962.7201833
1788061500000,78107.08,78092.5435087,4.12268234404,2.99576030008,1.12692204395,79.5091437565,73.8722580121,90.7829152453,51.7136586204,8.60768775676,78107.08,78251.1432028,77963.0167972,78107.08,78092.5433791,4.12853170383,3.00436229858,2.24833881048,64.2751381991,55.1915709936,82.4422726101,51.7134338179,8.60768775676,78107.08,78251.1432028,77963.0167972
1788062400000,78103.31,78095.9774603,6.72610371951,3.74182898397,2.98427473554,70.0915475615,75.5182972918,59.2380481009,53.8813531064,31.484137955,78103.31,78240.8282882,77965.7917118,78103.31,78095.977343,6.73151979344,3.74979379756,5.96345199176,65.885203048,58.7561150117,80.1433791205,53.8811692837,31.484137955,78103.31,78240.8282882,77965.7917118
1788063300000,78096.5,78095.1319879,5.3786292562,4.06918903842,1.30944021778,59.4535037461,69.6847316881,38.9910478623,49.7562147429,-8.15281474244,78096.5,78222.5904755,77970.4095245,78096.5,78095.1318817,5.3836441395,4.07656386594,2.61416054711,60.8619144163,59.4580481466,63.6696469557,49.7559907145,-8.15281474244,78096.5,78222.5904755,77970.4095245
1788064200000,78086.475,78084.6051319,-3.9150174516,2.47234774041,-6.38736519201,41.8539738505,57.133008386,11.2959047793,41.3381620161,-93.1770502531,78086.475,78214.6589908,77958.2910092,78086.475,78084.6050359,-3.91037404109,2.47917628454,-12.7791006513,42.4550268284,53.7903743739,19.7843317376,41.3378838646,-93.1770502531,78086.475,78214.6589908,77958.2910092
1788065100000,78080.91,78084.4808336,-3.27824473033,1.32222924626,-4.6004739766,36.685100705,45.9975261005,18.0602499138,50.0939541043,-59.3620815766,78080.91,78199.1092876,77962.7107124,78080.91,78084.4807467,-3.27394527615,1.3285519724,-9.20499449709,46.1695889887,51.2501125788,36.0085418085,50.093798901,-59.3620815766,78080.91,78199.1092876,77962.7107124
1788066000000,78080.175,78088.130278,0.409007341659,1.13958486534,-0.730577523684,42.9070892455,40.4820546003,47.7571585358,53.1103046499,57.6429190848,78080.175,78197.1338795,77963.2161205,78080.175,78088.1301994,0.412988317781,1.14543924148,-1.46490184739,53.9401602506,52.1467951361,57.5268904797,53.1101851845,57.6429190848,78080.175,78197.1338795,77963.2161205
1788066900000,78076.87,78090.5940611,2.59122469331,1.42991283094,1.16131186238,63.0076397266,47.533276559,93.9563660618,52.3511588222,42.5664242923,78076.87,78185.8081127,77967.9318873,78076.87,78090.59399,2.59491078234,1.43533354965,2.31915446538,57.9410745324,54.0782216015,65.6667803943,52.3510345258,42.5664242923,78076.87,78185.8081127,77967.9318873
1788067800000,78073.275,78090.8517696,2.6201274652,1.66795575779,0.952171707408,64.347942635,56.754223869,79.5353801671,50.5218053268,31.5270685669,78073.275,78174.8100555,77971.7399445,78073.275,78090.8517052,2.6235405106,1.67297494184,1.90113113752,57.8339236998,55.330122301,62.8415264975,50.5216701677,31.5270685669,78073.275,78174.8100555,77971.7399445
1788068700000,78071.505,78092.0277915,3.40265667434,2.0148959411,1.38776073324,62.3682079483,63.2412634366,60.6220969716,51.3965631749,42.4686680668,78071.505,78169.5991685,77973.4108315,78071.505,78092.0277333,3.40581690158,2.01954333379,2.77254713558,59.7366487046,56.7989644355,65.6120172428,51.3964375481,42.4686680668,78071.505,78169.5991685,77973.4108315
1788069600000,78074.47,78092.5775256,3.54620341455,2.32115743579,1.22504597876,60.8213616377,62.5125040737,57.4390767657,50.8682829796,41.027496867,78074.47,78171.9775402,77976.9624598,78074.47,78092.577473,3.5491295509,2.32546057721,2.44733794738,60.2585538578,57.9521609096,64.8713397543,50.8681543748,41.027496867,78074.47,78171.9775402,77976.9624598
1788070500000,78083.135,78098.332047,8.0216750382,3.46126095627,4.56041408192,69.6806304438,64.2900666766,80.4617579782,55.8625059091,96.8472356489,78083.135,78176.1108738,77990.1591262,78083.135,78098.3319993,8.02438442373,3.46524534651,9.11827815443,68.2381787229,61.380833514,81.9528691405,55.8624266346,96.8472356489,78083.135,78176.1108738,77990.1591262
1788071400000,78092.435,78108.8623282,15.8959428341,5.94819733183,9.94774550223,75.6810332346,68.7276751054,89.5877494931,60.2671709247,201.297916775,78092.435,78196.0509693,77988.8190307,78092.435,78108.8622851,15.8984515244,5.95188658209,19.8931298846,72.6732215108,65.1449628463,87.7297388398,60.2671283476,201.297916775,78092.435,78196.0509693,77988.8190307
1788072300000,78102.845,78122.2944875,25.1547458897,9.7895070434,15.3652388463,84.8228487301,76.7281708028,101.012204585,63.1702614638,219.2149635,78102.845,78224.2823662,77981.4076338,78102.845,78122.2944484,25.1570687511,9.79292301589,30.7282914704,78.0247512241,69.4382256389,95.1978023946,63.1702395842,219.2149635,78102.845,78224.2823662,77981.4076338
1788073200000,78111.655,78131.9521553,30.0321016069,13.8380259561,16.1940756508,79.6197651862,80.041215717,78.7768641247,60.145995864,170.152357202,78111.655,78241.0580212,77982.2519788,78111.655,78131.95212,30.0342524045,13.8411888936,32.3861270218,74.8792267565,71.2518926781,82.1338949133,60.1459575884,170.152357202,78111.655,78241.0580212,77982.2519788
1788074100000,78120.935,78137.4138548,30.7669859824,17.2238179614,13.5431680211,69.6287184341,78.0237774502,52.838600402,56.3326247146,108.981374429,78120.935,78244.5293409,77997.3406591,78120.935,78137.4138229,30.7689774617,17.2267466072,27.0844617089,67.1095401144,69.8711084902,61.5864033628,56.3325682653,108.981374429,78120.935,78244.5293409,77997.3406591
1788075000000,78123.055,78134.8506305,24.7060892854,18.7202722262,5.98581705921,44.3543844291,64.5342893498,3.99457458771,48.7135141625,14.7960784456,78123.055,78244.3853503,78001.7246497,78123.055,78134.8506016,24.7079332477,18.7229839353,11.9698986247,49.0412962882,62.9278377562,21.2682133523,48.7134297554,14.7960784456,78123.055,78244.3853503,78001.7246497
1788075900000,78123.74,78129.9600943,17.5221264682,18.4806430746,-0.958516606385,22.5031963424,45.4954330685,-23.48127711,46.3979068772,-44.471861456,78123.74,78244.0100195,78003.4699805,78123.74,78129.9600682,17.5238338407,18.4831539164,-1.91864015138,33.7057353791,53.1871369639,-5.2570677903,46.3978161792,-44.471861456,78123.74,78244.0100195,78003.4699805
1788076800000,78127.52,78129.0781806,14.6615045862,17.7168153769,-3.05531079074,12.2042423602,26.3539410439,-16.0951550071,49.9294283834,-9.48557391389,78127.52,78242.292481,78012.747519,78127.52,78129.0781569,14.6630854866,17.7191402304,-6.11210948764,29.3615918807,45.2452886028,-2.40580156351,49.929358339,-9.48557391389,78127.52,78242.292481,78012.747519
1788077700000,78126.935,78128.6231157,12.5403734297,16.6815269875,-4.14115355773,15.3627311522,16.6900566183,12.7080802201,50.2708846473,11.5909335052,78126.935,78241.6478811,78012.2221189,78126.935,78128.6230943,12.5418372265,16.6836796296,-8.28368480636,27.0344862578,39.1750211545,2.75341646435,50.2708164902,11.5909335052,78126.935,78241.6478811,78012.2221189
1788078600000,78121.1,78120.0971047,3.93902709999,14.13302701,-10.19399991,18.3573203164,15.3080979429,24.4557650632,42.8271119826,-108.062182829,78121.1,78241.0967333,78001.1032667,78121.1,78120.0970854,3.94038246734,14.1350201972,-20.3892754597,22.0291178563,33.4597200551,-0.832086541255,42.8270277401,-108.062182829,78121.1,78241.0967333,78001.1032667
1788079500000,78118.26,78113.1926186,-2.1667459743,10.8730724131,-13.0398183874,16.8200361931,16.8466958872,16.7667168048,43.7224271594,-120.221917904,78118.26,78242.3229905,77994.1970095,78118.26,78113.192601,-2.16549100453,10.8749179568,-26.0808179227,20.0398960755,28.9864453952,2.14679743612,43.7223473353,-120.221917904,78118.26,78242.3229905,77994.1970095
1788080400000,78115.685,78109.7552263,-4.57250270231,7.78395739003,-12.3564600923,18.9545562901,18.0439709332,20.7757270041,46.8341868456,-71.7680958419,78115.685,78240.9149848,77990.4550152,78115.685,78109.7552105,-4.57134069328,7.78566622682,-24.7140138402,22.9545424847,26.9758110917,14.9120052707,46.8341216115,-71.7680958419,78115.685,78240.9149848,77990.4550152
1788081300000,78109.57,78095.9499667,-15.3636511051,3.15443569099,-18.5180867961,16.5187887374,17.4311270736,14.6941120652,38.1796300738,-137.332828072,78109.57,78250.718193,77968.421807,78109.57,78095.9499523,-15.3625751708,3.15601794728,-37.0371862363,16.8733877882,23.6083366572,3.40349005026,38.179553822,-137.332828072,78109.57,78250.718193,77968.421807
1788082200000,78110.855,78087.792827,-20.0135405819,-1.4791595636,-18.5343810183,19.3543236699,18.2758895658,21.5111918781,42.7923027501,-140.08167306,78110.855,78247.8353413,77973.8746587,78110.855,78087.792814,-20.0125443465,-1.47769451147,-37.06969967,19.4382776293,22.2183169812,13.8781989254,42.7922435673,-140.08167306,78110.855,78247.8353413,77973.8746587
1788083100000,78105.29,78076.7649387,-26.4838125016,-6.4800901512,-20.0037223504,12.7872626137,16.220125007,5.92153782707,40.0812711197,-142.779770906,78105.29,78254.7691745,77955.8108255,78105.29,78076.764927,-26.4828900614,-6.47873362145,-40.0083128798,15.9864024643,20.1410121423,7.67718310846,40.0812094219,-142.779770906,78105.29,78254.7691745,77955.8108255
1788084000000,78098.405,78068.0349445,-30.206289789,-11.2253300788,-18.9809597103,20.2072752537,17.4496205125,25.7225847363,41.4476479148,-132.064867236,78098.405,78256.4626411,77940.3473589,78098.405,78068.0349339,-30.2054356777,-11.2240740327,-37.96272329,19.647973748,19.9766660109,18.9905892223,41.4475907093,-132.064867236,78098.405,78256.4626411,77940.3473589
1788084900000,78093.47,78063.0125689,-30.3694125665,-15.0541465763,-15.3152659902,24.9375168837,19.3106849171,36.1911808171,44.5849473213,-79.2787600961,78093.47,78255.3880299,77931.5519701,78093.47,78063.0125593,-30.3686217227,-15.0529835707,-30.631276304,26.0182432325,21.9905250847,34.073679528,44.5848998854,-79.2787600961,78093.47,78255.3880299,77931.5519701
1788085800000,78092.81,78064.6399433,-24.9818943715,-17.0396961353,-7.94219823612,48.1701678045,31.1049866473,82.3005301189,50.6901245228,-37.5076359194,78092.81,78254.8329971,77930.7870029,78092.81,78064.6399346,-24.9811621087,-17.0386192783,-15.8850856608,43.6056971206,29.19558243,72.4259265017,50.6900939226,-37.5076359194,78092.81,78254.8329971,77930.7870029
1788086700000,78093.17,78068.9980439,-18.0591163626,-17.2435801808,-0.815536181775,70.9445015817,48.0173954233,116.798713899,53.2819600753,6.10981426974,78093.17,78255.3156888,77931.0243112,78093.17,78068.998036,-18.0584383415,-17.2425830909,-1.63171050106,60.8351706294,39.7421118298,103.021288229,53.2819357531,6.10981426974,78093.17,78255.3156888,77931.0243112
1788087600000,78095.165,78075.5410873,-10.2517077646,-15.8452056975,5.59349793298,87.6679079157,68.9275257673,125.148672213,55.54900301,37.9944234708,78095.165,78258.4671773,77931.8628227,78095.165,78075.5410802,-10.2510799672,-15.8442824662,11.1864049979,70.1997808207,49.8946681601,110.810006142,55.5489837542,37.9944234708,78095.165,78258.4671773,77931.8628227
1788088500000,78096.915,78086.25146,-0.00542800527182,-12.6772501591,12.6718221538,94.7410396168,84.4511497048,115.320819441,59.4531181273,61.356074555,78096.915,78263.3783326,77930.4516674,78096.915,78086.2514535,-0.00484671145387,-12.6763953152,25.3430972076,80.1331872138,59.9741745114,120.451212619,59.4531066675,61.356074555,78096.915,78263.3783326,77930.4516674
1788089400000,78093.835,78092.0656066,4.77562226773,-9.18667567373,13.9622979415,90.1242210584,90.8443895303,88.6838841146,55.2264392001,55.024233995,78093.835,78254.0588968,77933.6111032,78093.835,78092.0656008,4.77616050275,-9.18588415164,27.9240893088,80.5700121332,66.8394537186,108.031128962,55.2264224158,55.024233995,78093.835,78254.0588968,77933.6111032
1788090300000,78088.21,78096.3831679,7.67729274067,-5.81388199085,13.4911747315,86.4671361502,90.4441322751,78.5131439004,54.2167594493,35.8894606821,78088.21,78233.3081034,77943.1118966,78088.21,78096.3831626,7.67779110643,-5.81314910003,26.9818804129,79.6992569151,71.1260547841,96.845661177,54.2167415321,35.8894606821,78088.21,78233.3081034,77943.1118966
1788091200000,78108.135,78146.4609614,48.5366950458,5.05623341648,43.4804616293,83.6853926936,86.7589166341,77.5383448127,76.690665956,348.579468395,78108.135,78377.9923569,77838.2776431,78108.135,78146.4609567,48.5371564956,5.05691201909,86.9604889529,83.6844278201,75.3121791294,100.428925201,76.6906731495,348.579468395,78108.135,78377.9923569,77838.2776431
1788092100000,78128.285,78188.9218223,77.6107373641,19.567134206,58.0436031581,85.54874648,85.2337584413,86.1787225575,74.2692233274,314.807317452,78128.285,78469.9932105,77786.5767895,78128.285,78188.9218179,77.6111646324,19.5677625418,116.086804181,84.8008596571,78.4750726386,97.4524336939,74.2692285913,314.807317452,78128.285,78469.9932105,77786.5767895
1788093000000,78153.56,78229.5959344,101.395690891,35.9328455431,65.4628453483,84.4812834417,84.5718075384,84.3002352483,74.9445224726,263.597338626,78153.56,78555.7031606,77751.4168394,78153.56,78229.5959305,101.39608651,35.9334273354,130.925318349,81.4523588927,79.46750139,85.4220738982,74.9445280607,263.597338626,78153.56,78555.7031606,77751.4168394
1788093900000,78187.195,78279.7487026,130.059165126,54.7581094597,75.3010556665,84.3973875364,84.8091391527,83.5738843037,78.53362856,205.129179889,78187.195,78665.5747465,77708.8152535,78187.195,78279.748699,130.05953144,54.7586481563,150.601766567,84.7692665665,81.2347564488,91.8382868018,78.5336354527,205.129179889,78187.195,78665.5747465,77708.8152535
1788094800000,78211.16,78310.2488261,138.573748471,71.521237262,67.0525112092,78.7620637949,82.546911591,71.1923682026,67.0156210556,152.442423192,78211.16,78720.8139744,77701.5060256,78211.16,78310.2488229,138.574087651,71.5217360552,134.104703191,79.8887617465,80.7860915481,78.0941021434,67.0156211725,152.442423192,78211.16,78720.8139744,77701.5060256
1788095700000,78239.54,78346.596557,150.996584443,87.4163066982,63.5802777445,81.3827977133,81.5140830149,81.1202271102,69.8201382344,119.979628244,78239.54,78788.3921965,77690.6878035,78239.54,78346.5965541,150.996898498,87.4167685437,127.160259908,80.7983608708,80.7901813223,80.8147199677,69.8201396257,119.979628244,78239.54,78788.3921965,77690.6878035
1788096600000,78275.345,78385.5111706,164.058389441,102.744723247,61.3136661942,81.3219171876,80.4889262319,82.987899099,71.6106536658,120.094506236,78275.345,78859.5166784,77691.1733216,78275.345,78385.511168,164.058680233,102.745150881,122.627058702,84.2723873595,81.950916668,88.9153287425,71.610655746,120.094506236,78275.345,78859.5166784,77691.1733216
1788097500000,78313.91,78426.7862972,177.503867551,117.696552108,59.8073154437,86.7215979236,83.1421042749,93.8805852212,73.3256940688,125.96628393,78313.91,78933.6069934,77694.2130066,78313.91,78426.7862948,177.504136803,117.696948066,119.614377474,84.9571896779,82.9530076713,88.965553691,73.3256967175,125.96628393,78313.91,78933.6069934,77694.2130066
1788098400000,78354.45,78470.701888,191.519511455,132.461143977,59.0583674778,90.5355468641,86.1930206585,99.2205992753,75.0817216663,111.289426488,78354.45,79011.814059,77697.085941,78354.45,78470.7018858,191.519760762,132.461510605,118.116500314,87.9912617655,84.6324257027,94.708933891,75.0817248046,111.289426488,78354.45,79011.814059,77697.085941
1788099300000,78397.375,78504.2826605,195.164594155,145.001834013,50.1627601422,85.7517542087,87.6696329988,81.9159966285,70.408348331,96.0830627968,78397.375,79059.459529,77735.290471,78397.375,78504.2826586,195.164824995,145.002173483,100.325303023,84.2838619673,84.5162377909,83.81911032,70.4083496169,96.0830627968,78397.375,79059.459529,77735.290471
1788100200000,78433.15,78525.37955,188.018552462,153.605177703,34.4133747595,74.0767294806,83.4546768511,55.3208347395,63.9395635512,75.9536961947,78433.15,79084.9503575,77781.3496425,78433.15,78525.3795483,188.018766203,153.605492027,68.8265483515,73.2898146882,80.7740967567,58.3212505514,63.9395626359,75.9536961947,78433.15,79084.9503575,77781.3496425
1788101100000,78471.77,78546.2386405,181.760900965,159.236322355,22.5245786103,59.5416580134,73.1233805675,32.3782129051,64.6076021324,64.087358157,78471.77,79100.8336982,77842.7063018,78471.77,78546.2386389,181.761098873,159.236613396,45.0489709543,65.6779403052,75.7420446062,45.5497317032,64.6076014452,64.087358157,78471.77,79100.8336982,77842.7063018
1788102000000,78504.26,78554.6825795,166.051790522,160.599415989,5.45237453389,41.2635632547,58.2939835829,7.20272259843,57.8169483352,49.388975303,78504.26,79095.4042105,77913.1157895,78504.26,78554.682578,166.05197377,160.599685471,10.904576599,51.1302195685,67.5381029269,18.3144528515,57.8169457997,49.388975303,78504.26,79095.4042105,77913.1157895
1788102900000,78540.745,78572.8080481,160.634660796,160.60646495,0.0281958461703,41.0329613288,47.279394199,28.5400955885,62.1272947765,48.7849060123,78540.745,79095.6338446,77985.8561554,78540.745,78572.8080468,160.63483047,160.606714471,0.0562319990562,50.9567844965,62.0109967834,28.8483599225,62.1272935946,48.7849060123,78540.745,79095.6338446,77985.8561554
1788103800000,78577.8,78596.4644245,160.638508893,160.612873739,0.0256351546961,46.690870458,42.9957983472,54.0810146797,64.8075492531,68.2215526541,78577.8,79102.8729245,78052.7270755,78577.8,78596.4644233,160.638665999,160.613104777,0.0511224452285,56.4471626398,60.1563854022,49.0287171151,64.8075487872,68.2215526541,78577.8,79102.8729245,78052.7270755
1788104700000,78611.6,78614.5535269,156.03481713,159.697262417,-3.66244528672,58.510470071,48.744767286,78.0418756412,62.6277065004,66.2621455616,78611.6,79097.5444989,78125.6555011,78611.6,78614.5535258,156.034962599,159.697476341,-7.32502748471,56.7959674046,59.0362460697,52.3154100744,62.6277055532,66.2621455616,78611.6,79097.5444989,78125.6555011
1788105600000,78659.27,78659.9389053,174.956314272,162.749072788,12.2072414837,70.4781054578,58.559815329,94.3146857156,71.626595748,132.201925569,78659.27,79136.8892504,78181.6507496,78659.27,78659.9389043,174.956448965,162.749270866,24.4143561978,66.7015851073,61.5913590822,76.9220371575,71.6265965866,132.201925569,78659.27,79136.8892504,78181.6507496
1788106500000,78699.855,78692.2971048,180.495876827,166.298433596,14.197443231,68.6462981533,65.8782912274,74.1823120052,66.4572017776,166.434998114,78699.855,79147.3938407,78252.3161593,78699.855,78692.2971039,180.496001542,166.298617001,28.3947690826,65.1118890759,62.7648690801,69.8059290675,66.4572017254,166.434998114,78699.855,79147.3938407,78252.3161593
1788107400000,78750.555,78736.9640472,195.670224962,172.172791869,23.4974330926,78.1705419232,72.4316485115,89.6483287468,70.5097124942,180.558180411,78750.555,79164.7191533,78336.3908467,78750.555,78736.9640464,195.670340439,172.172961689,46.9947575007,72.0966954652,65.8754778752,84.5391306453,70.5097130205,180.558180411,78750.555,79164.7191533,78336.3908467
1788108300000,78809.07,78791.3198522,217.00773162,181.139779819,35.8679518011,79.3404089272,75.3857496679,87.2497274457,73.6192540019,223.586316567,78809.07,79189.4990005,78428.6409995,78809.07,78791.3198515,217.007838544,181.13993706,71.7358029683,78.071937485,69.9409644118,94.3338836315,73.6192548656,223.586316567,78809.07,79189.4990005,78428.6409995
1788109200000,78835.07,78824.7370092,218.049849582,188.521793772,29.5280558105,81.8319350017,79.7809619507,85.9338811037,65.243973534,156.260585262,78835.07,79231.596499,78438.543501,78835.07,78824.7370085,218.049948586,188.521939365,59.0560184415,75.1836500689,71.6885262975,82.1738976117,65.2439733618,156.260585262,78835.07,79231.596499,78438.543501
1788110100000,78850.465,78831.9239607,197.076581894,190.232751396,6.84383049736,66.230692576,75.8010121683,47.0900533914,55.3314922311,34.2111135234,78850.465,79231.7079266,78469.2220734,78850.465,78831.9239601,197.076673563,190.232886204,13.6875747174,63.2099603681,68.8623376544,51.9052057957,55.331491144,34.2111135234,78850.465,79231.7079266,78469.2220734
1788111000000,78870.53,78849.5788216,187.739958127,189.734192742,-1.99423461521,51.6007509628,66.5544595135,21.6933338614,58.6085131799,44.4434421115,78870.53,79242.4275241,78498.6324759,78870.53,78849.578821,187.740043006,189.734317565,-3.98854911684,57.5175058071,65.0807270386,42.3910633441,58.6085124608,44.4434421115,78870.53,79242.4275241,78498.6324759
1788111900000,78882.19,78862.8951243,176.059811779,186.99931655,-10.9395047708,42.4904541964,53.4406325784,20.5900974324,57.5256555978,48.3340081275,78882.19,79253.640793,78510.739207,78882.19,78862.8951238,176.059890371,186.999432126,-21.8790835105,52.3703988506,60.8439509759,35.4232945998,57.5256547985,48.3340081275,78882.19,79253.640793,78510.739207
1788112800000,78892.69,78857.8574934,150.591209235,179.717695087,-29.1264858518,34.7339342832,42.9417131475,18.3183765547,51.0005383876,-12.7477610097,78892.69,79242.9052647,78542.4747353,78892.69,78857.8574929,150.591282005,179.717802102,-58.2530401933,40.2446063094,53.9775027538,12.7788134207,51.0005371794,-12.7477610097,78892.69,79242.9052647,78542.4747353
1788113700000,78906.975,78869.2615416,142.290837336,172.232323537,-29.9414862005,32.0070348386,36.4104744394,23.200155637,56.0195963419,10.6546638893,78906.975,79246.4055577,78567.5444423,78906.975,78869.2615412,142.290904716,172.232422625,-59.8830358175,39.4803703234,49.145125277,20.1508604161,56.0195956023,10.6546638893,78906.975,79246.4055577,78567.5444423
1788114600000,78922.19,78887.37949,140.699482289,165.925755287,-25.2262729981,34.7617538109,33.8342409776,36.6167794776,58.2690828991,73.3681251143,78922.19,79260.3212816,78584.0587184,78922.19,78887.3794897,140.699544678,165.925847035,-50.4526047151,43.1003608337,47.1302037959,35.0406749094,58.269082344,73.3681251143,78922.19,79260.3212816,78584.0587184
1788115500000,78931.545,78898.6766815,133.581474975,159.456899225,-25.8754242495,43.5133363586,36.760708336,57.0185924037,56.2452951848,44.6865434211,78931.545,79268.0769567,78595.0130433,78931.545,78898.6766811,133.581532743,159.456984177,-51.7509028682,42.8161635125,45.6921903681,37.0641098013,56.2452945216,44.6865434211,78931.545,79268.0769567,78595.0130433
1788116400000,78936.9,78907.8503309,125.60489973,152.686499326,-27.081599596,46.2107957893,41.4952953196,55.6417967286,55.8160460512,19.6963652197,78936.9,79273.8916676,78599.9083324,78936.9,78907.8503306,125.604953218,152.686577985,-54.1632495339,43.8922012227,45.0921939863,41.4922156956,55.8160453663,19.6963652197,78936.9,79273.8916676,78599.9083324
1788117300000,78939.74,78905.2074422,108.758239355,143.900847332,-35.1426079763,41.5275196266,43.7505505915,37.0814576968,51.4031379309,-11.2150529037,78939.74,79273.7989433,78605.6810567,78939.74,78905.2074419,108.758288882,143.900920164,-70.2852625656,41.3583052706,43.8475644144,36.3797869831,51.4031370463,-11.2150529037,78939.74,79273.7989433,78605.6810567
1788118200000,78941.02,78890.5591144,84.0532121177,131.931320289,-47.8781081711,29.0853186001,38.9412113387,9.37353312309,46.9276741332,-74.6009674879,78941.02,79271.9718853,78610.0681147,78941.02,78890.5591141,84.0532579753,131.931387727,-95.7562595024,29.2125921107,38.9692403132,9.69929570568,46.9276730907,-74.6009674879,78941.02,79271.9718853,78610.0681147
1788119100000,78945.235,78884.6677701,69.9059319501,119.526242621,-49.620310671,24.3789868046,31.6639416771,9.80907705961,49.7571643078,-87.7400214268,78945.235,79268.1116902,78622.3583098,78945.235,78884.6677699,69.9059744109,119.526305063,-99.240661305,30.116821826,36.0184341508,18.3135971764,49.7571634615,-87.7400214268,78945.235,79268.1116902,78622.3583098
1788120000000,78954.915,78879.3184587,58.0092773237,107.222849562,-49.2135722379,22.9097581575,25.4580211874,17.8132320977,49.7497739346,-61.4253586813,78954.915,79250.4457042,78659.3842958,78954.915,78879.3184585,58.0093166392,107.222907379,-98.4271814787,30.7054903591,34.2474528869,23.6215653034,49.7497730881,-61.4253586813,78954.915,79250.4457042,78659.3842958
1788120900000,78958.165,78872.7167007,46.5516786583,95.0886153809,-48.5369367227,30.5879855657,25.9589101759,39.8461363452,49.02442057,-71.4732990742,78958.165,79245.7121389,78670.6178611,78958.165,78872.7167006,46.5517150616,95.0886689152,-97.0739077072,29.7889429111,32.761282895,23.8442629435,49.0244197002,-71.4732990742,78958.165,79245.7121389,78670.6178611
1788121800000,78939.165,78831.6198721,7.62448108671,77.5957885221,-69.9713074354,23.0378640571,25.5118692601,18.089853651,37.3373456943,-216.687159997,78939.165,79301.0186128,78577.3113872,78939.165,78831.6198719,7.62451479345,77.5958380908,-139.942646595,22.9509341843,29.4911666581,9.87046923682,37.3373445959,-216.687159997,78939.165,79301.0186128,78577.3113872
1788122700000,78927.845,78805.7513128,-13.4840011256,59.3798305926,-72.8638317182,21.6362730585,25.0873742271,14.7340707214,42.1236947488,-183.97998136,78927.845,79320.9242005,78534.7657995,78927.845,78805.7513127,-13.4839699157,59.3798764895,-145.72769281,24.5266409328,27.8363247496,17.907273299,42.1236938992,-183.97998136,78927.845,79320.9242005,78534.7657995
