ts,ma20_tv,ema20_tv,macd_tv.dif,macd_tv.dea,macd_tv.hist,kdj_tv.k,kdj_tv.d,kdj_tv.j,rsi14_tv,cci20_tv,boll20_tv.mid,boll20_tv.up,boll20_tv.dn,ma20_cn,ema20_cn,macd_cn.dif,macd_cn.dea,macd_cn.hist,kdj_cn.k,kdj_cn.d,kdj_cn.j,rsi14_cn,cci20_cn,boll20_cn.mid,boll20_cn.up,boll20_cn.dn
1787985900000,77572.19,77561.7036277,-69.4302375282,-55.18554579,-14.2446917382,17.9202876835,18.2364819168,17.287899217,39.2364159924,-151.000539427,77572.19,77751.6402705,77392.7397295,77572.19,77561.1229131,-65.6751093736,-49.6639482377,-32.0223222717,27.7715984791,37.7025401864,7.90971506458,39.0959678812,-151.000539427,77572.19,77751.6402705,77392.7397295
1787986800000,77558.635,77549.2270917,-71.5888425484,-58.4662051417,-13.1226374067,22.6051343522,17.3508595437,33.1136839692,39.2840341937,-112.560145854,77558.635,77737.8320455,77379.4379545,77558.635,77548.7016833,-68.1118174878,-53.3535220877,-29.5165908001,26.5755317401,33.993537371,11.7395204783,39.1439393095,-112.560145854,77558.635,77737.8320455,77379.4379545
1787987700000,77553.08,77543.3387973,-67.9411531193,-60.3611947372,-7.57995838205,29.7872340426,23.4375520261,42.4865980754,43.7686439167,-80.3185397598,77553.08,77733.8704599,77372.2895401,77553.08,77542.8634277,-64.7216393153,-55.6271455333,-18.1889875642,31.4419237672,33.142999503,28.0397722954,43.6600978848,-80.3185397598,77553.08,77733.8704599,77372.2895401
1787988600000,77554.56,77550.001769,-54.2657137874,-59.1420985472,4.87638475988,48.0871041854,33.4931575267,77.2749975027,52.2095690421,10.5549804204,77554.56,77736.8076381,77372.3123619,77554.56,77549.5716727,-51.284643433,-54.7586451132,6.94800336036,47.2623513357,37.8494501139,66.0881537794,52.1511948169,10.5549804204,77554.56,77736.8076381,77372.3123619
1787989500000,77551.87,77552.9825529,-45.4856321024,-56.4108052583,10.9251731559,64.4478909753,47.4407430677,98.4621867904,50.149020376,40.5702860602,77551.87,77730.8418537,77372.8981463,77551.87,77552.5934181,-42.7253487283,-52.3519858362,19.2532742159,55.9301537677,43.8763513319,80.0377586394,50.0850317435,40.5702860602,77551.87,77730.8418537,77372.8981463
1787990400000,77543.81,77546.9461193,-45.4033956586,-54.2093233383,8.80592767972,67.131074875,59.8886900119,81.6158446012,44.7041823542,-40.3240256127,77543.81,77718.707546,77368.912454,77543.81,77546.594045,-42.8475497576,-50.4510986205,15.2070977259,53.6948556853,47.1491861163,66.7861948232,44.6285002524,-40.3240256127,77543.81,77718.707546,77368.912454
1787991300000,77538.96,77548.0941079,-39.2853654459,-51.2245317598,11.939166314,65.3951212364,65.6580290289,64.8693056514,49.199546887,-8.6889580614,77538.96,77706.3633739,77371.5566261,77538.96,77547.7755645,-36.9188178032,-47.744642457,21.6516493077,60.3616856426,51.5533526251,77.9783516775,49.1441901027,-8.6889580614,77538.96,77706.3633739,77371.5566261
1787992200000,77536.81,77547.8089548,-35.1531723681,-48.0102598815,12.8570875134,62.5018131371,65.0093364162,57.486766579,48.3516866429,-11.4619337493,77536.81,77702.731643,77370.888357,77536.81,77547.5207488,-32.9619045307,-44.7880948718,23.6523806822,61.7697352063,54.9588134855,75.3915786479,48.2946635126,-11.4619337493,77536.81,77702.731643,77370.888357
1787993100000,77542.925,77552.5223877,-27.350990642,-43.8784060336,16.5274153916,74.3021129073,67.3996824269,88.106973868,51.7167992898,26.6715496495,77542.925,77708.2977048,77377.5522952,77542.925,77552.2616299,-25.3220220005,-40.8948802975,31.1457165939,69.3882097479,59.7686122396,88.6274047644,51.6732334907,26.6715496495,77542.925,77708.2977048,77377.5522952
1787994000000,77545.415,77557.5107317,-20.320210194,-39.1667668657,18.8465566717,76.9740888273,71.2593382906,88.4035899007,52.2050615336,39.6437961618,77545.415,77712.9317607,77377.8982393,77545.415,77557.274808,-18.4415211921,-36.4042084764,35.9253745687,73.4958976043,64.3443740278,91.7989447572,52.1633351979,39.6437961618,77545.415,77712.9317607,77377.8982393
1787994900000,77546.095,77560.5954239,-15.7767758238,-34.4887686573,18.7119928335,80.2138969352,77.1633662233,86.3149583591,51.1065713341,51.3522720217,77546.095,77714.2170447,77377.9729553,77546.095,77560.3819692,-14.0372368413,-31.9308141494,35.7871546161,73.765684622,67.4848108926,86.327432081,51.0626473924,51.3522720217,77546.095,77714.2170447,77377.9729553
1787995800000,77548.015,77566.2053835,-9.6760591425,-29.5262267543,19.8501676118,73.5692079762,76.9190645796,66.8694947695,53.1993375252,92.9696071116,77548.015,77718.5519904,77377.4780096,77548.015,77566.0122578,-8.06536463673,-27.1577242469,38.1847192203,70.7408203994,68.5701473948,75.0821664084,53.1629111247,92.9696071116,77548.015,77718.5519904,77377.4780096
1787996700000,77547.84,77570.5762994,-5.37634027094,-24.6962494577,19.3199091867,67.0097988629,73.5976345914,53.8341274057,52.5932643857,70.3544377377,77547.84,77718.1061845,77377.5738155,77547.84,77570.4015666,-3.88494778541,-22.5031689546,37.2364423383,67.8382289252,68.3261745716,66.8623376325,52.555647255,70.3544377377,77547.84,77718.1061845,77377.5738155
1787997600000,77541.75,77568.2642709,-7.19534867334,-21.1960693008,14.0007206275,55.0407088123,65.2065718838,34.7089826692,47.4200585813,3.5709776904,77541.75,77702.8406639,77380.6593361,77541.75,77568.1061793,-5.81442235733,-19.1654196351,26.7019945556,58.0248154521,64.8923881985,44.2896699593,47.3737875158,3.5709776904,77541.75,77702.8406639,77380.6593361
1787998500000,77541.945,77574.0867213,-1.90943960201,-17.338743361,15.429303759,54.8125163802,58.9543413518,46.5288664372,53.6241895147,82.4392137292,77541.945,77703.4496188,77380.4403812,77541.945,77573.943686,-0.630797906764,-15.4584952895,29.6553947654,60.0187151874,63.2678305281,53.520484506,53.5964631258,82.4392137292,77541.945,77703.4496188,77380.4403812
1787999400000,77541.455,77580.6498907,3.3386024294,-13.203274203,16.5418766324,57.23280921,55.6953448008,60.3077380284,54.5689808552,115.360522096,77541.455,77701.6656048,77381.2443952,77541.455,77580.5204778,4.52253518593,-11.4622891944,31.9696487606,63.1104516137,63.21537089,62.9006130612,54.543770726,115.360522096,77541.455,77701.6656048,77381.2443952
1788000300000,77541.455,77582.4927582,3.98207009013,-9.76620534434,13.7482754345,61.5274968021,57.8576074641,68.8672754781,51.0291923337,88.9111229087,77541.455,77701.6656048,77381.2443952,77541.455,77582.3756704,5.07830857551,-8.1541696404,26.4649564318,59.1676515031,61.8661310944,53.7706923207,50.998788761,88.9111229087,77541.455,77701.6656048,77381.2443952
1788001200000,77553.255,77592.4363051,11.3730254358,-5.5383591883,16.9113846241,69.2656064736,62.6753041619,82.446211097,57.0874996283,100.606903673,77553.255,77719.6920328,77386.8179672,77553.255,77592.3303685,12.3880648371,-4.04572274489,32.8675751641,68.5187155596,64.0836592494,77.3888281799,57.0711075078,100.606903673,77553.255,77719.6920328,77386.8179672
1788002100000,77567.005,77598.756657,14.7924573969,-1.47219587126,16.2646532682,71.3675213675,67.3868748811,79.3288143404,54.7296925525,105.231750298,77567.005,77720.073566,77413.936434,77567.005,77598.6608096,15.7323118816,-0.0901158195977,31.6448554024,70.8790334224,66.3487839738,79.9395323197,54.7101567403,105.231750298,77567.005,77720.073566,77413.936434
1788003000000,77576.36,77599.1226896,12.8197336353,1.38619003006,11.4335436053,71.7259443066,70.7863573826,73.6051181546,50.2588018322,58.7319569355,77576.36,77713.2635047,77439.4564953,77576.36,77599.0359706,13.6899719662,2.66590173756,22.0481404573,64.7051289814,65.8008989763,62.5135889915,50.234210226,58.7319569355,77576.36,77713.2635047,77439.4564953
1788003900000,77582.59,77594.8919573,7.30697588901,2.57034720185,4.73662868716,54.9108967273,66.0014541338,32.7297819143,46.753172355,-11.2280229939,77582.59,77702.6014645,77462.5785355,77582.59,77594.8134972,8.11275440324,3.75527227069,8.71496426508,55.3953196324,62.3323725283,41.5212138406,46.7254454028,-11.2280229939,77582.59,77702.6014645,77462.5785355
1788004800000,77589.64,77592.6831995,4.26071867021,2.90842149552,1.35229717469,44.6175490674,57.0847967004,19.6830538012,48.1358447155,-33.1979669502,77589.64,77687.6886899,77491.5913101,77589.64,77592.6122117,5.00681181798,4.00558018015,2.00246327565,51.8367551444,58.8338334003,37.8425986324,48.1107030596,-33.1979669502,77589.64,77687.6886899,77491.5913101
1788005700000,77593.02,77589.0943233,0.493300978327,2.42539739208,-1.93209641375,36.1081984652,45.2122147533,17.9001658889,46.8488501521,-48.59437751,77593.02,77680.8677683,77505.1722317,77593.02,77589.0300963,1.18412960084,3.44129006429,-4.51432092691,43.5009261938,53.7228643315,23.0570499184,46.8226927156,-48.59437751,77593.02,77680.8677683,77505.1722317
1788006600000,77589.89,77585.4377211,-2.80702115608,1.37891368245,-4.18593483853,35.4037277972,38.7098251099,28.7915331717,46.5040751306,-95.4222605411,77589.89,77679.0751086,77500.7048914,77589.89,77585.379611,-2.16736364167,2.3195593231,-8.97384592953,40.5547137727,49.3334808119,22.9971796944,46.4776613458,-95.4222605411,77589.89,77679.0751086,77500.7048914
1788007500000,77588.615,77582.615081,-4.95391717415,0.112347511129,-5.06626468528,32.8486554096,34.7868605573,28.9722451143,47.0022487256,-64.8045283817,77588.615,77678.9762146,77498.2537854,77588.615,77582.5625052,-4.36164052805,0.983319352868,-10.6899197618,39.387945517,46.0183023803,26.1272317905,46.976724097,-64.8045283817,77588.615,77678.9762146,77498.2537854
1788008400000,77595.025,77585.9660257,-1.63363437151,-0.236848865398,-1.39678550611,45.9505941213,38.0676591094,61.7164641452,52.7614559437,5.7434736552,77595.025,77673.8308088,77516.2191912,77595.025,77585.918457,-1.08522907973,0.569609666348,-3.30967749216,48.3036584873,46.7800877493,51.3507999633,52.7453316117,5.7434736552,77595.025,77673.8308088,77516.2191912
1788009300000,77597.84,77588.7597375,0.786913515141,-0.0320963892904,0.819009904432,55.0990389173,44.6327628161,76.0315911196,52.5136507092,77.969832101,77597.84,77675.3081457,77520.3718543,77597.84,77588.7166992,1.29469703026,0.71462713913,1.16013978226,52.9049800976,48.8217185321,61.0715032288,52.4973185469,77.969832101,77597.84,77675.3081457,77520.3718543
1788010200000,77601.995,77592.515953,3.70344632074,0.715012152715,2.98843416802,65.3783614759,55.4759981715,85.1830880848,53.7214854042,64.2996213341,77601.995,77676.5624319,77527.4275681,77601.995,77592.4770136,4.17361695084,1.40642510147,5.53438369873,57.900778959,51.8480720077,70.0061928615,53.706916454,64.2996213341,77601.995,77676.5624319,77527.4275681
1788011100000,77605.255,77599.1811003,8.68245696535,2.30850111524,6.37395585011,71.091180867,63.8561937534,85.5611550941,56.8632607288,91.4436868022,77605.255,77684.2838169,77526.2261831,77605.255,77599.1458694,9.11780074103,2.94870022938,12.3382010233,66.3583668396,56.6848369517,85.7054266155,56.852948333,91.4436868022,77605.255,77684.2838169,77526.2261831
1788012000000,77607.37,77603.7543289,11.263933032,4.0995874986,7.16434553344,75.8594917788,70.7763447072,86.0257859219,55.0674014981,76.8042659373,77607.37,77688.4841936,77526.2558064,77607.37,77603.7224533,11.667029628,4.69236610911,13.9493270378,69.7097632443,61.0264790492,87.0763316346,55.0556070127,76.8042659373,77607.37,77688.4841936,77526.2558064
1788012900000,77610.98,77609.3110594,14.3466970953,6.14900941794,8.19768767737,78.0645124453,75.005061697,84.1834139418,56.5079565683,102.907692285,77610.98,77695.0360432,77526.9239568,77610.98,77609.2822197,14.7199351135,6.69787991,16.0441104071,71.3089883899,64.4539821628,85.0190008442,56.4979444193,102.907692285,77610.98,77695.0360432,77526.9239568
1788013800000,77624.31,77635.6719109,34.4674188304,11.8126913004,22.65472753,76.7472333871,76.8904125371,76.4608750872,71.3690445377,316.941710095,77624.31,77770.8649303,77477.7550697,77624.31,77635.6458178,34.8130099513,12.3209059183,44.9842080661,73.9798940687,67.6292861314,86.6811099433,71.3719862406,316.941710095,77624.31,77770.8649303,77477.7550697
1788014700000,77642.465,77668.0079194,56.9464182658,20.8394366935,36.1069815723,76.4639833268,77.0919097197,75.2081305408,75.0247045301,363.706924382,77642.465,77854.0184757,77430.9115243,77642.465,77667.9843113,57.2664103518,21.310006805,71.9128070937,74.5075313368,69.9220345332,83.6785249438,75.0293153194,363.706924382,77642.465,77854.0184757,77430.9115243
1788015600000,77660.65,77691.0547842,68.7080683276,30.4131630203,38.2949053073,72.8474627477,75.3528931538,67.8366019353,68.1658529833,209.103519468,77660.65,77897.0766271,77424.2233729,77660.65,77691.0334245,69.0043575562,30.8488769552,76.310961202,70.8909798725,70.245016313,72.1829069915,68.166556271,209.103519468,77660.65,77897.0766271,77424.2233729
1788016500000,77672.31,77707.3924238,73.3588418138,39.002298779,34.3565430348,63.0385536192,70.7833332312,47.5489943951,63.6127574753,149.961536991,77672.31,77923.9350695,77420.6849305,77672.31,77707.3730984,73.6331839123,39.4057383466,68.4548911313,63.8923125953,68.1274484071,55.4220409717,63.6112544508,149.961536991,77672.31,77923.9350695,77420.6849305
1788017400000,77679.925,77715.7645739,70.7979510488,45.361429233,25.4365218158,50.1989880692,62.028334812,26.5402945836,57.7179184133,81.6002602049,77679.925,77936.7064547,77423.1435453,77679.925,77715.747089,71.0519716965,45.7349850166,50.6339733598,54.9429114711,63.7326027617,37.3635288899,57.7140182682,81.6002602049,77679.925,77936.7064547,77423.1435453
1788018300000,77691.01,77725.8536621,70.0907237992,50.3072881462,19.783435653,42.2932271077,51.8435895987,23.1925021257,59.3107891862,82.7262997308,77691.01,77952.1376232,77429.8823768,77691.01,77725.8378424,70.3259282603,50.6531736653,39.3455091899,49.9421390005,59.135781508,31.5548539856,59.3076955878,82.7262997308,77691.01,77952.1376232,77429.8823768
1788019200000,77704.35,77747.5533134,79.2677882185,56.0993881607,23.1684000578,47.6632876787,46.7185009519,49.5528611324,66.1727149392,109.413403465,77704.35,77989.4353241,77419.2646759,77704.35,77747.5390003,79.4855702603,56.4196529843,46.1318345519,55.2964792517,57.8560140892,50.1774095765,66.1725052104,109.413403465,77704.35,77989.4353241,77419.2646759
1788020100000,77716.97,77763.1387121,82.1641459463,61.3123397178,20.8518062285,54.2425472754,48.0663540206,66.594933785,62.5170617423,113.889064299,77716.97,78014.9280648,77419.0119352,77716.97,77763.1257622,82.3657960977,61.608881607,41.5138289814,55.7916155054,57.167881228,53.0390840603,62.5156748106,113.889064299,77716.97,78014.9280648,77419.0119352
1788021000000,77735.83,77783.7731205,88.9693932151,66.8437504173,22.1256427978,64.0985525316,55.3347958286,81.6260659375,65.8011678462,95.4760514499,77735.83,78049.7663509,77421.8936491,77735.83,77783.7614039,89.1561064137,67.1183265684,44.0755596907,60.3639469462,58.2332364674,64.6253679039,65.8008768375,95.4760514499,77735.83,78049.7663509,77421.8936491
1788021900000,77757.145,77802.5566328,93.3829699275,72.1515943193,21.2313756082,62.2033817088,60.1814938386,66.2471574493,65.8575212838,106.548900379,77757.145,78076.8304171,77437.4595829,77757.145,77802.5460321,93.5558525996,72.4058317746,42.30004165,60.3491803927,58.9385511092,63.1704389599,65.8572474469,106.548900379,77757.145,78076.8304171,77437.4595829
1788022800000,77779.145,77822.4750487,98.2257098597,77.3664174274,20.8592924323,69.4478378278,65.2499240227,77.843665438,67.3402568843,102.066616217,77779.145,78105.2499615,77453.0400385,77779.145,77822.4654576,98.3857864763,77.6018227149,41.5679275227,66.4045390518,61.4272137567,76.359189642,67.3404150556,102.066616217,77779.145,78105.2499615,77453.0400385
1788023700000,77798.765,77834.3726631,95.771153284,81.0473645987,14.7237886853,65.7078912364,65.7863702577,65.5509331938,61.3324462478,84.8586094459,77798.765,78115.6536573,77481.8763427,77798.765,77834.3639854,95.9193724312,81.2653326582,29.3080795461,63.699282719,62.1845700775,66.7287080021,61.3310399784,84.8586094459,77798.765,78115.6536573,77481.8763427
1788024600000,77820.045,77847.8895524,95.0620715989,83.8503059987,11.2117656001,68.0612351893,67.7389880845,68.7057293988,62.9331066748,60.7925414814,77820.045,78124.3533205,77515.7366795,77820.045,77847.8817011,95.199311599,84.0521284464,22.2943663053,64.9260815275,63.0984072275,68.5814301275,62.9321545834,60.7925414814,77820.045,78124.3533205,77515.7366795
1788025500000,77845.39,77868.3476902,100.315502511,87.1433453012,13.1721572099,73.3915472133,69.0535578796,82.0675258806,67.2922731547,95.9540501732,77845.39,78141.7770503,77549.0029497,77845.39,77868.3405867,100.442576627,87.3302180824,26.2247170886,74.786118499,66.9943109847,90.3697335277,67.2923845294,95.9540501732,77845.39,78141.7770503,77549.0029497
1788026400000,77865.95,77883.6479102,100.599922713,89.8346607836,10.7652619294,77.3641204206,72.9389676077,86.2144260465,64.1245832219,106.376589142,77865.95,78153.2434284,77578.6565716,77865.95,77883.6414832,100.717583966,90.0076912592,21.4197854139,73.2595755578,69.082732509,81.6132616554,64.1240304964,106.376589142,77865.95,78153.2434284,77578.6565716
1788027300000,77885.79,77895.8814426,98.3281730396,91.5333632348,6.7948098048,74.9239877776,75.2265518039,74.3188597251,62.5347899747,80.2360663104,77885.79,78155.3635365,77616.2164635,77885.79,77895.8756277,98.437118674,91.6935767421,13.4870838637,68.8594774436,69.0083141539,68.5618040231,62.5339284896,80.2360663104,77885.79,78155.3635365,77616.2164635
1788028200000,77909.65,77915.8355909,102.870498247,93.8007902371,9.06970800945,69.4645462468,73.9175514817,60.5585357769,67.347716904,115.801187186,77909.65,78168.0448181,77651.2551819,77909.65,77915.8303298,102.971373859,93.9491361655,18.0444753871,71.9489409123,69.9885230734,75.8697765901,67.3478169058,115.801187186,77909.65,78168.0448181,77651.2551819
1788029100000,77932.405,77935.0512489,106.23020605,96.2866733997,9.94353265015,68.7269543504,71.0384961249,64.1038708013,67.9279082578,151.05475933,77932.405,78179.6472656,77685.1627344,77932.405,77935.0464889,106.323609416,96.4240308156,19.7991572007,70.630531937,70.2025260279,71.4865437551,67.928107222,151.05475933,77932.405,78179.6472656,77685.1627344
1788030000000,77963.87,77967.5701776,120.32763859,101.094866438,19.2327721525,82.0405272786,73.4106759586,99.3002299187,74.3265840549,186.958022399,77963.87,78217.9968353,77709.7431647,77963.87,77967.5658709,120.414123207,101.222049294,38.3841478254,80.4203546246,73.6084688935,94.044126087,74.327632644,186.958022399,77963.87,78217.9968353,77709.7431647
1788030900000,77991.39,77990.8968273,124.895967349,105.85508662,19.0408807288,82.7930671716,77.8535162669,92.672168981,68.4068377443,182.183653373,77991.39,78227.4014311,77755.3785689,77991.39,77990.8929308,124.976045712,105.972848578,38.0063942698,80.4087322592,75.8752233487,89.4757500802,68.4070455839,182.183653373,77991.39,78227.4014311,77755.3785689
1788031800000,78008.085,78012.7161771,127.650117033,110.214092703,17.4360243306,87.4905517763,84.1080487422,94.2555578445,68.7212319506,137.485715567,78008.085,78258.7277998,77757.4422002,78008.085,78012.7126517,127.724263679,110.323131598,34.8022641624,80.9678774396,77.5727747124,87.7580828942,68.7214775371,137.485715567,78008.085,78258.7277998,77757.4422002
1788032700000,78016.945,78026.0193983,122.960631834,112.763400529,10.1972313051,73.4524401225,81.2453530235,57.8666143207,62.6678719908,94.9278277679,78016.945,78274.7373465,77759.1526535,78016.945,78026.0162087,123.029286147,112.864362508,20.3298472779,73.2738066393,76.1397853547,67.5418492087,62.6673968686,94.9278277679,78016.945,78274.7373465,77759.1526535
1788033600000,78031.16,78042.0461223,121.227723124,114.456265048,6.77145807626,69.2190060081,76.720665969,54.2156860865,64.7410065165,102.998495766,78031.16,78295.0769218,77767.2430782,78031.16,78042.0432364,121.291291941,114.549748394,13.4830870941,71.4109328213,74.5635011769,65.1057961101,64.7407839013,102.998495766,78031.16,78295.0769218,77767.2430782
1788034500000,78044.875,78051.0798249,113.909601222,114.346932283,-0.437331060783,58.5133286755,67.061591602,41.4168028223,59.838606322,75.7870394702,78044.875,78300.7136826,77789.0363174,78044.875,78051.0772139,113.968461246,114.433490965,-0.930059437873,64.2636671484,71.1302231674,50.5305551103,59.8379063485,75.7870394702,78044.875,78300.7136826,77789.0363174
1788035400000,78059.78,78055.1103178,103.407829347,112.159111696,-8.75128234835,51.3991769547,59.7105038794,34.7765231053,56.3557950391,28.2992793728,78059.78,78289.0793554,77830.4806446,78059.78,78055.1079554,103.462329376,112.239258647,-17.553858542,55.0235147244,65.7613203531,33.5479034671,56.3548051412,28.2992793728,78059.78,78289.0793554,77830.4806446
1788036300000,78073.015,78058.0902875,93.4431040399,108.415910165,-14.9728061246,31.034285115,46.9822635817,-0.861671818404,55.7930367003,13.9653395785,78073.015,78274.7148788,77871.3151212,78073.015,78058.0881501,93.4935670348,108.490120324,-29.9931065792,38.879179705,56.8006068037,3.03632550752,55.7920037917,13.9653395785,78073.015,78274.7148788,77871.3151212
1788037200000,78080.855,78063.0816887,86.4936115165,104.031450435,-17.5378389184,25.1903318428,35.8745979708,3.8217995866,57.3713339044,10.8537356085,78080.855,78275.4591878,77886.2508122,78080.855,78063.0797549,86.5403365165,104.100163563,-35.1196540927,36.7318784652,50.1110306909,9.97357401388,57.3704809316,10.8537356085,78080.855,78275.4591878,77886.2508122
1788038100000,78088.83,78063.8072422,76.8882414595,98.6028086398,-21.7145671803,19.0666095542,25.097075504,7.00567765452,53.945961793,0.852565000546,78088.83,78267.3809686,77910.2790314,78088.83,78063.8054925,76.9315053524,98.6664319208,-43.4698531367,30.5452666471,43.5891093429,4.4575812553,53.9448678181,0.852565000546,78088.83,78267.3809686,77910.2790314
1788039000000,78093.14,78064.0160763,68.1115185777,92.5045506274,-24.3930320497,23.1308319344,22.4625911105,24.4673135824,53.5394378901,-30.3592933334,78093.14,78264.9913241,77921.2886759,78093.14,78064.0144932,68.1515777412,92.5634610849,-48.8237666873,26.6245700337,37.9342629065,4.00518428796,53.5383177742,-30.3592933334,78093.14,78264.9913241,77921.2886759
1788039900000,78100.48,78070.0907357,65.3888836296,87.0814172279,-21.6925335983,26.9910621115,23.0628345334,34.8475172678,58.0191832674,18.270245233,78100.48,78264.9262295,77936.0337705,78100.48,78070.0893034,65.4259754505,87.135963958,-43.419977015,32.4223688614,36.0969648915,25.0731768013,58.0185135405,18.270245233,78100.48,78264.9262295,77936.0337705
1788040800000,78105.055,78073.2439989,60.5481994551,81.7747736733,-21.2265742182,32.2580645161,27.4599861874,41.8542211737,55.7162463824,14.9618744334,78105.055,78264.3783878,77945.7316122,78105.055,78073.2427031,60.5825437361,81.8252799136,-42.485472355,32.9392626491,35.0443974774,28.7289929927,55.7154342183,14.9618744334,78105.055,78264.3783878,77945.7316122
1788041700000,78113.43,78077.2112371,56.9989659912,76.8196121369,-19.8206461457,41.1253333344,33.4581533207,56.4596933618,56.5986138011,-20.5702555906,78113.43,78255.3868399,77971.4731601,78113.43,78077.2100647,57.0307662535,76.8663771816,-39.6712218562,37.0878361866,35.7255437138,39.8124211323,56.597881291,-20.5702555906,78113.43,78255.3868399,77971.4731601
1788042600000,78121.54,78083.0482622,55.451287739,72.5459472573,-17.0946595183,50.6264844383,41.3366274296,69.2061984556,58.3992144159,10.8571197651,78121.54,78249.0289391,77994.0510609,78121.54,78083.0472014,55.480732428,72.5892482309,-34.2170316057,48.899030734,40.1167060538,66.4636800942,58.3986364443,10.8571197651,78121.54,78249.0289391,77994.0510609
1788043500000,78128.02,78093.4531896,57.8985336925,69.6164645443,-11.7179308518,70.1471039302,53.9663072343,102.508697322,62.2446637361,68.3436274341,78128.02,78256.0607529,77999.9792471,78128.02,78093.4522298,57.9257972949,69.6565580437,-23.4615214975,63.4443233894,47.892578499,94.5478131702,62.2443798176,68.3436274341,78128.02,78256.0607529,77999.9792471
1788044400000,78136.77,78103.9814572,60.0894126169,67.7110541589,-7.62164154198,86.0108597202,68.9281493629,120.176280435,63.0447016026,81.2384847499,78136.77,78260.3895146,78013.1504854,78136.77,78103.9805889,60.1146566944,67.7481777738,-15.2670421589,73.2882991368,56.3578187116,107.149259987,63.0444727012,81.2384847499,78136.77,78260.3895146,78013.1504854
1788045300000,78147.33,78115.345128,62.6607347073,66.7009902685,-4.04025556128,94.5280253329,83.5619963278,116.460083343,64.3853563022,82.7400293643,78147.33,78262.32868,78032.33132,78147.33,78115.3443423,62.6841088542,66.7353639899,-8.10251027143,81.5498383134,64.7551585789,115.139197783,64.3852148382,82.7400293643,78147.33,78262.32868,78032.33132
1788046200000,78151.315,78121.9884491,60.9139274025,65.5435776953,-4.62965029283,88.4888729864,89.6759193465,86.1147802662,59.7639885186,74.6985800642,78151.315,78265.7477973,78036.8822027,78151.315,78121.9877383,60.935570132,65.5754052183,-9.27967017259,79.1723760959,69.5608977512,98.3953327853,59.7636040104,74.6985800642,78151.315,78265.7477973,78036.8822027
1788047100000,78155.165,78128.9038349,59.6090051278,64.3566631818,-4.74765805402,82.2147381605,88.4105454932,69.8231234949,60.5228699512,75.1665687362,78155.165,78269.9820419,78040.3479581,78155.165,78128.9031918,59.6290446929,64.3861331132,-9.51417684062,77.4995327819,72.2071094281,88.0843794894,60.5225334894,75.1665687362,78155.165,78269.9820419,78040.3479581
1788048000000,78148.215,78129.7225173,53.3523394695,62.1557984394,-8.80345896983,64.4810308955,78.3948806808,36.6533313249,53.9379482897,-5.60386473428,78148.215,78248.7521429,78047.6778571,78148.215,78129.7219354,53.3708946231,62.1830854152,-17.6243815843,66.6236201452,70.3459463338,59.178967768,53.9373329769,-5.60386473428,78148.215,78248.7521429,78047.6778571
1788048900000,78146.595,78134.5203728,51.2406801707,59.9727747856,-8.73209461496,57.0915456699,67.9291049086,35.4164271924,57.6408055081,87.3816306105,78146.595,78243.9296696,78049.2603304,78146.595,78134.5198463,51.2578608689,59.998040506,-17.4803592741,61.8320787581,67.5079904752,50.4802553238,57.6404027914,87.3816306105,78146.595,78243.9296696,78049.2603304
1788049800000,78143.855,78137.4422421,47.8137028833,57.5409604052,-9.72725752187,42.4414112451,54.6713292701,17.9815751949,55.9467414181,71.8384779655,78143.855,78235.7004022,78052.0095978,78143.855,78137.4417657,47.8296109377,57.5643545923,-19.4694873092,51.2892001319,62.1017270275,29.6641463408,55.946278099,71.8384779655,78143.855,78235.7004022,78052.0095978
1788050700000,78143.165,78137.5525047,42.4619263432,54.5251535928,-12.0632272496,32.8975492469,44.1435020539,10.4056436328,52.9545907205,24.8865511551,78143.165,78234.9505822,78051.3794178,78143.165,78137.5520738,42.4766560236,54.5468148786,-24.1403177099,39.606203047,54.603219034,9.61217107312,52.9540310797,24.8865511551,78143.165,78234.9505822,78051.3794178
1788051600000,78135.375,78128.1189328,29.7998572438,49.580094323,-19.7802370792,17.7915661864,31.0435088928,-8.71231922638,43.521577929,-109.45102153,78135.375,78234.6214181,78036.1285819,78135.375,78128.1185429,29.8134958371,49.6001510703,-39.5733104664,28.7144842988,45.9736407889,-5.80382868138,43.5208042088,-109.45102153,78135.375,78234.6214181,78036.1285819
1788052500000,78127.515,78113.9837964,14.8492349324,42.6339224449,-27.7846875125,11.6556119301,20.7815757878,-6.59631578538,39.1139364142,-196.314872241,78127.515,78247.719863,78007.310137,78127.515,78113.9834436,14.8618632597,42.6524935082,-55.5812604968,23.0748495694,38.3407103824,-7.45687205668,39.1131092904,-196.314872241,78127.515,78247.719863,78007.310137
1788053400000,78123.99,78105.3091491,6.41271619912,35.3896811957,-28.9769649966,14.1519695603,14.5330492256,13.3898102297,43.6307772075,-152.369937505,78123.99,78251.8790128,77996.1009872,78123.99,78105.3088299,6.42440909507,35.4068766255,-57.9649350609,23.2929936356,33.3248048001,3.22937130645,43.6301364571,-152.369937505,78123.99,78251.8790128,77996.1009872
